P_J422_code,F_PU6,F_PU11,S_PU6,S_PU11,F_PU7,ATT_FLAG
0,0.0,0.0,0.0,0.0,50.18,0
0,0.0,0.0,0.0,0.0,50.2,0
0,0.0,0.0,0.0,0.0,50.43,0
0,0.0,0.0,0.0,0.0,50.79,0
0,0.0,0.0,0.0,0.0,50.53,0
0,0.0,0.0,0.0,0.0,50.14,0
0,0.0,0.0,0.0,0.0,49.98,0
0,0.0,0.0,0.0,0.0,48.94,0
0,0.0,0.0,0.0,0.0,48.85,0
0,0.0,0.0,0.0,0.0,47.71,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,49.92,0
0,0.0,0.0,0.0,0.0,50.22,0
0,0.0,0.0,0.0,0.0,50.3,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,50.2,0
0,0.0,0.0,0.0,0.0,48.52,0
0,0.0,0.0,0.0,0.0,48.77,0
0,0.0,0.0,0.0,0.0,48.18,0
0,0.0,0.0,0.0,0.0,47.56,0
0,0.0,0.0,0.0,0.0,47.45,0
0,0.0,0.0,0.0,0.0,49.34,0
0,0.0,0.0,0.0,0.0,49.17,0
0,0.0,0.0,0.0,0.0,48.99,0
0,0.0,0.0,0.0,0.0,47.78,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,49.68,0
0,0.0,0.0,0.0,0.0,49.39,0
0,0.0,0.0,0.0,0.0,49.98,0
0,0.0,0.0,0.0,0.0,49.32,0
0,0.0,0.0,0.0,0.0,48.96,0
0,0.0,0.0,0.0,0.0,48.37,0
0,0.0,0.0,0.0,0.0,48.08,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,48.61,0
0,0.0,0.0,0.0,0.0,47.9,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,50.79,0
0,0.0,0.0,0.0,0.0,50.48,0
0,0.0,0.0,0.0,0.0,48.63,0
0,0.0,0.0,0.0,0.0,49.02,0
0,0.0,0.0,0.0,0.0,47.98,0
0,0.0,0.0,0.0,0.0,47.41,0
0,0.0,0.0,0.0,0.0,47.2,0
0,0.0,0.0,0.0,0.0,49.06,0
0,0.0,0.0,0.0,0.0,49.78,0
0,0.0,0.0,0.0,0.0,49.59,0
0,0.0,0.0,0.0,0.0,49.9,0
0,0.0,0.0,0.0,0.0,50.14,0
0,0.0,0.0,0.0,0.0,50.16,0
0,0.0,0.0,0.0,0.0,50.53,0
0,0.0,0.0,0.0,0.0,50.22,0
0,0.0,0.0,0.0,0.0,49.76,0
0,0.0,0.0,0.0,0.0,48.05,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,48.53,0
0,0.0,0.0,0.0,0.0,49.29,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,50.12,0
0,0.0,0.0,0.0,0.0,49.88,0
0,0.0,0.0,0.0,0.0,50.07,0
0,0.0,0.0,0.0,0.0,49.78,0
0,0.0,0.0,0.0,0.0,48.21,0
0,0.0,0.0,0.0,0.0,48.15,0
0,0.0,0.0,0.0,0.0,46.91,0
0,0.0,0.0,0.0,0.0,47.05,0
0,0.0,0.0,0.0,0.0,48.81,0
0,0.0,0.0,0.0,0.0,48.71,0
0,0.0,0.0,0.0,0.0,48.66,0
0,0.0,0.0,0.0,0.0,49.17,0
0,0.0,0.0,0.0,0.0,49.33,0
0,0.0,0.0,0.0,0.0,48.97,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,49.93,0
0,0.0,0.0,0.0,0.0,50.15,0
0,0.0,0.0,0.0,0.0,49.73,0
0,0.0,0.0,0.0,0.0,49.46,0
0,0.0,0.0,0.0,0.0,49.17,0
0,0.0,0.0,0.0,0.0,48.08,0
0,0.0,0.0,0.0,0.0,47.87,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,49.37,0
0,0.0,0.0,0.0,0.0,49.57,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,50.66,0
0,0.0,0.0,0.0,0.0,50.24,0
0,0.0,0.0,0.0,0.0,49.04,0
0,0.0,0.0,0.0,0.0,48.09,0
0,0.0,0.0,0.0,0.0,47.27,0
0,0.0,0.0,0.0,0.0,47.51,0
0,0.0,0.0,0.0,0.0,47.28,0
0,0.0,0.0,0.0,0.0,49.05,0
0,0.0,0.0,0.0,0.0,49.66,0
0,0.0,0.0,0.0,0.0,49.91,0
0,0.0,0.0,0.0,0.0,50.18,0
0,0.0,0.0,0.0,0.0,50.18,0
0,0.0,0.0,0.0,0.0,50.32,0
0,0.0,0.0,0.0,0.0,49.72,0
0,0.0,0.0,0.0,0.0,49.68,0
0,0.0,0.0,0.0,0.0,49.14,0
0,0.0,0.0,0.0,0.0,48.21,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,49.34,0
0,0.0,0.0,0.0,0.0,49.02,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,50.29,0
0,0.0,0.0,0.0,0.0,50.11,0
0,0.0,0.0,0.0,0.0,49.46,0
0,0.0,0.0,0.0,0.0,47.92,0
0,0.0,0.0,0.0,0.0,46.99,0
0,0.0,0.0,0.0,0.0,46.23,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,49.35,0
0,0.0,0.0,0.0,0.0,49.62,0
0,0.0,0.0,0.0,0.0,49.29,0
0,0.0,0.0,0.0,0.0,49.67,0
0,0.0,0.0,0.0,0.0,49.95,0
0,0.0,0.0,0.0,0.0,50.12,0
0,0.0,0.0,0.0,0.0,50.07,0
0,0.0,0.0,0.0,0.0,49.84,0
0,0.0,0.0,0.0,0.0,50.0,0
0,0.0,0.0,0.0,0.0,49.08,0
0,0.0,0.0,0.0,0.0,48.3,0
0,0.0,0.0,0.0,0.0,48.18,0
0,0.0,0.0,0.0,0.0,48.26,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,49.51,0
0,0.0,0.0,0.0,0.0,49.18,0
0,0.0,0.0,0.0,0.0,49.25,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,50.34,0
0,0.0,0.0,0.0,0.0,51.1,0
0,0.0,0.0,0.0,0.0,50.45,0
0,0.0,0.0,0.0,0.0,50.11,0
0,0.0,0.0,0.0,0.0,49.83,0
0,0.0,0.0,0.0,0.0,49.83,0
0,0.0,0.0,0.0,0.0,49.76,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,50.66,0
0,0.0,0.0,0.0,0.0,49.63,0
0,0.0,0.0,0.0,0.0,49.8,0
0,0.0,0.0,0.0,0.0,49.69,0
0,0.0,0.0,0.0,0.0,49.6,0
0,0.0,0.0,0.0,0.0,48.28,0
0,0.0,0.0,0.0,0.0,47.99,0
0,0.0,0.0,0.0,0.0,46.88,0
0,0.0,0.0,0.0,0.0,47.76,0
0,0.0,0.0,0.0,0.0,47.48,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,48.6,0
0,0.0,0.0,0.0,0.0,48.66,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,50.51,0
0,0.0,0.0,0.0,0.0,50.76,0
0,0.0,0.0,0.0,0.0,50.73,0
0,0.0,0.0,0.0,0.0,50.26,0
0,0.0,0.0,0.0,0.0,49.99,0
0,0.0,0.0,0.0,0.0,49.89,0
0,0.0,0.0,0.0,0.0,50.16,0
0,0.0,0.0,0.0,0.0,49.97,0
0,0.0,0.0,0.0,0.0,50.51,0
0,0.0,0.0,0.0,0.0,50.4,0
0,0.0,0.0,0.0,0.0,50.5,0
0,0.0,0.0,0.0,0.0,50.86,0
0,0.0,0.0,0.0,0.0,50.77,0
0,0.0,0.0,0.0,0.0,50.3,0
0,0.0,0.0,0.0,0.0,49.99,0
0,0.0,0.0,0.0,0.0,49.16,0
0,0.0,0.0,0.0,0.0,48.61,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,49.25,0
0,0.0,0.0,0.0,0.0,48.94,0
0,0.0,0.0,0.0,0.0,48.3,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,50.17,0
0,0.0,0.0,0.0,0.0,50.62,0
0,0.0,0.0,0.0,0.0,49.61,0
0,0.0,0.0,0.0,0.0,49.99,0
0,0.0,0.0,0.0,0.0,48.07,0
0,0.0,0.0,0.0,0.0,47.3,0
0,0.0,0.0,0.0,0.0,47.41,0
0,0.0,0.0,0.0,0.0,47.18,0
0,0.0,0.0,0.0,0.0,48.84,0
0,0.0,0.0,0.0,0.0,49.04,0
0,0.0,0.0,0.0,0.0,49.01,0
0,0.0,0.0,0.0,0.0,49.07,0
0,0.0,0.0,0.0,0.0,49.23,0
0,0.0,0.0,0.0,0.0,48.95,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,50.18,0
0,0.0,0.0,0.0,0.0,50.04,0
0,0.0,0.0,0.0,0.0,49.62,0
0,0.0,0.0,0.0,0.0,49.49,0
0,0.0,0.0,0.0,0.0,48.51,0
0,0.0,0.0,0.0,0.0,48.35,0
0,0.0,0.0,0.0,0.0,47.98,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,50.04,0
0,0.0,0.0,0.0,0.0,49.58,0
0,0.0,0.0,0.0,0.0,50.76,0
0,0.0,0.0,0.0,0.0,50.7,0
0,0.0,0.0,0.0,0.0,49.98,0
0,0.0,0.0,0.0,0.0,49.05,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,50.33,0
0,0.0,0.0,0.0,0.0,51.35,0
0,0.0,0.0,0.0,0.0,51.23,0
0,0.0,0.0,0.0,0.0,49.85,0
0,0.0,0.0,0.0,0.0,49.89,0
0,0.0,0.0,0.0,0.0,49.69,0
0,0.0,0.0,0.0,0.0,49.6,0
0,0.0,0.0,0.0,0.0,49.59,0
0,0.0,0.0,0.0,0.0,47.74,0
0,0.0,0.0,0.0,0.0,47.42,0
0,0.0,0.0,0.0,0.0,47.06,0
0,0.0,0.0,0.0,0.0,48.57,0
0,0.0,0.0,0.0,0.0,48.06,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,48.84,0
0,0.0,0.0,0.0,0.0,49.39,0
0,0.0,0.0,0.0,0.0,48.74,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,51.69,0
0,0.0,0.0,0.0,0.0,50.04,0
0,0.0,0.0,0.0,0.0,49.04,0
0,0.0,0.0,0.0,0.0,48.04,0
0,0.0,0.0,0.0,0.0,47.76,0
0,0.0,0.0,0.0,0.0,47.45,0
0,0.0,0.0,0.0,0.0,47.16,0
0,0.0,0.0,0.0,0.0,48.48,0
0,0.0,0.0,0.0,0.0,49.0,0
0,0.0,0.0,0.0,0.0,48.8,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,49.82,0
0,0.0,0.0,0.0,0.0,50.43,0
0,0.0,0.0,0.0,0.0,50.2,0
0,0.0,0.0,0.0,0.0,49.89,0
0,0.0,0.0,0.0,0.0,49.09,0
0,0.0,0.0,0.0,0.0,48.9,0
0,0.0,0.0,0.0,0.0,48.4,0
0,0.0,0.0,0.0,0.0,47.69,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,48.67,0
0,0.0,0.0,0.0,0.0,50.08,0
0,0.0,0.0,0.0,0.0,49.73,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,50.66,0
0,0.0,0.0,0.0,0.0,50.9,0
0,0.0,0.0,0.0,0.0,50.84,0
0,0.0,0.0,0.0,0.0,49.66,0
0,0.0,0.0,0.0,0.0,49.65,0
0,0.0,0.0,0.0,0.0,49.62,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,49.81,0
0,0.0,0.0,0.0,0.0,49.58,0
0,0.0,0.0,0.0,0.0,49.47,0
0,0.0,0.0,0.0,0.0,49.7,0
0,0.0,0.0,0.0,0.0,49.5,0
0,0.0,0.0,0.0,0.0,47.91,0
0,0.0,0.0,0.0,0.0,47.55,0
0,0.0,0.0,0.0,0.0,47.3,0
0,0.0,0.0,0.0,0.0,48.13,0
0,0.0,0.0,0.0,0.0,48.07,0
0,0.0,0.0,0.0,0.0,47.91,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,48.92,0
0,0.0,0.0,0.0,0.0,49.11,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,51.18,0
0,0.0,0.0,0.0,0.0,50.4,0
0,0.0,0.0,0.0,0.0,50.83,0
0,0.0,0.0,0.0,0.0,49.98,0
0,0.0,0.0,0.0,0.0,50.34,0
0,0.0,0.0,0.0,0.0,50.28,0
0,0.0,0.0,0.0,0.0,50.06,0
0,0.0,0.0,0.0,0.0,50.29,0
0,0.0,0.0,0.0,0.0,49.53,0
0,0.0,0.0,0.0,0.0,50.05,0
0,0.0,0.0,0.0,0.0,49.92,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,51.42,0
0,0.0,0.0,0.0,0.0,51.15,0
0,0.0,0.0,0.0,0.0,50.93,0
0,0.0,0.0,0.0,0.0,50.4,0
0,0.0,0.0,0.0,0.0,49.58,0
0,0.0,0.0,0.0,0.0,49.12,0
0,0.0,0.0,0.0,0.0,48.62,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,49.39,0
0,0.0,0.0,0.0,0.0,49.07,0
0,0.0,0.0,0.0,0.0,49.45,0
0,0.0,0.0,0.0,0.0,49.09,0
0,0.0,0.0,0.0,0.0,49.36,0
0,0.0,0.0,0.0,0.0,47.6,0
0,0.0,0.0,0.0,0.0,47.01,0
0,0.0,0.0,0.0,0.0,46.75,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,48.93,0
0,0.0,0.0,0.0,0.0,49.8,0
0,0.0,0.0,0.0,0.0,49.82,0
0,0.0,0.0,0.0,0.0,49.63,0
0,0.0,0.0,0.0,0.0,50.25,1
0,0.0,0.0,0.0,0.0,50.23,1
0,0.0,0.0,0.0,0.0,50.58,1
0,0.0,0.0,0.0,0.0,50.55,1
0,0.0,0.0,0.0,0.0,50.45,1
0,0.0,0.0,0.0,0.0,49.59,1
0,0.0,0.0,0.0,0.0,48.71,1
0,0.0,0.0,0.0,0.0,0.0,1
0,0.0,0.0,0.0,0.0,0.0,1
0,0.0,0.0,0.0,0.0,48.9,1
0,0.0,0.0,0.0,0.0,47.77,1
0,0.0,0.0,0.0,0.0,0.0,1
0,0.0,0.0,0.0,0.0,49.17,1
0,0.0,0.0,0.0,0.0,49.47,1
0,0.0,0.0,0.0,0.0,49.62,1
0,0.0,0.0,0.0,0.0,49.33,1
0,0.0,0.0,0.0,0.0,49.14,1
0,0.0,0.0,0.0,0.0,47.6,1
0,0.0,0.0,0.0,0.0,47.42,1
0,0.0,0.0,0.0,0.0,47.05,1
0,0.0,0.0,0.0,0.0,48.99,1
0,0.0,0.0,0.0,0.0,49.32,1
0,0.0,0.0,0.0,0.0,50.02,1
0,0.0,0.0,0.0,0.0,50.14,1
2,0.0,0.0,0.0,0.0,50.31,1
2,0.0,0.0,0.0,0.0,50.31,1
2,0.0,0.0,0.0,0.0,50.37,1
2,0.0,0.0,0.0,0.0,49.99,1
2,0.0,0.0,0.0,0.0,49.72,1
2,0.0,0.0,0.0,0.0,49.4,1
2,0.0,0.0,0.0,0.0,49.27,1
2,0.0,0.0,0.0,0.0,0.0,1
2,0.0,0.0,0.0,0.0,49.54,1
2,0.0,0.0,0.0,0.0,48.84,1
2,0.0,0.0,0.0,0.0,0.0,1
2,0.0,0.0,0.0,0.0,0.0,1
2,0.0,0.0,0.0,0.0,49.62,1
2,0.0,0.0,0.0,0.0,48.92,1
2,0.0,0.0,0.0,0.0,49.29,1
2,0.0,0.0,0.0,0.0,49.04,1
2,0.0,0.0,0.0,0.0,47.98,1
2,0.0,0.0,0.0,0.0,46.75,1
2,0.0,0.0,0.0,0.0,0.0,1
2,0.0,0.0,0.0,0.0,47.49,1
2,0.0,0.0,0.0,0.0,48.96,1
2,0.0,0.0,0.0,0.0,49.06,1
2,0.0,0.0,0.0,0.0,50.03,1
2,0.0,0.0,0.0,0.0,49.82,1
2,0.0,0.0,0.0,0.0,50.64,1
2,0.0,0.0,0.0,0.0,50.73,1
2,0.0,0.0,0.0,0.0,50.93,1
2,0.0,0.0,0.0,0.0,50.65,1
2,0.0,0.0,0.0,0.0,50.06,1
2,0.0,0.0,0.0,0.0,49.93,1
2,0.0,0.0,0.0,0.0,49.4,1
2,0.0,0.0,0.0,0.0,49.25,1
2,0.0,0.0,0.0,0.0,0.0,1
2,0.0,0.0,0.0,0.0,0.0,1
2,0.0,0.0,0.0,0.0,48.3,1
2,0.0,0.0,0.0,0.0,48.38,1
2,0.0,0.0,0.0,0.0,0.0,1
0,0.0,0.0,0.0,0.0,49.84,1
0,0.0,0.0,0.0,0.0,50.02,1
0,0.0,0.0,0.0,0.0,48.43,1
0,0.0,0.0,0.0,0.0,48.43,1
0,0.0,0.0,0.0,0.0,46.12,1
0,0.0,0.0,0.0,0.0,47.56,1
0,0.0,0.0,0.0,0.0,49.35,1
0,0.0,0.0,0.0,0.0,49.84,1
0,0.0,0.0,0.0,0.0,50.0,1
0,0.0,0.0,0.0,0.0,49.54,1
0,0.0,0.0,0.0,0.0,49.61,1
0,0.0,0.0,0.0,0.0,50.2,1
0,0.0,0.0,0.0,0.0,50.11,1
0,0.0,0.0,0.0,0.0,50.21,1
0,0.0,0.0,0.0,0.0,49.94,1
0,0.0,0.0,0.0,0.0,49.81,1
0,0.0,0.0,0.0,0.0,49.48,1
0,0.0,0.0,0.0,0.0,49.69,1
0,0.0,0.0,0.0,0.0,48.84,1
0,0.0,0.0,0.0,0.0,47.95,1
0,0.0,0.0,0.0,0.0,0.0,1
0,0.0,0.0,0.0,0.0,48.83,1
0,0.0,0.0,0.0,0.0,48.23,1
0,0.0,0.0,0.0,0.0,0.0,1
0,0.0,0.0,0.0,0.0,0.0,1
0,0.0,0.0,0.0,0.0,51.43,1
0,0.0,0.0,0.0,0.0,51.1,1
0,0.0,0.0,0.0,0.0,50.88,1
0,0.0,0.0,0.0,0.0,50.98,1
0,0.0,0.0,0.0,0.0,50.67,1
0,0.0,0.0,0.0,0.0,50.69,1
0,0.0,0.0,0.0,0.0,50.48,1
0,0.0,0.0,0.0,0.0,50.3,1
0,0.0,0.0,0.0,0.0,50.25,0
0,0.0,0.0,0.0,0.0,49.94,0
0,0.0,0.0,0.0,0.0,50.82,0
0,0.0,0.0,0.0,0.0,50.73,0
0,0.0,0.0,0.0,0.0,50.95,0
0,0.0,0.0,0.0,0.0,50.42,0
0,0.0,0.0,0.0,0.0,50.72,0
0,0.0,0.0,0.0,0.0,50.69,0
0,0.0,0.0,0.0,0.0,50.09,0
0,0.0,0.0,0.0,0.0,48.86,0
0,0.0,0.0,0.0,0.0,48.69,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,48.71,0
0,0.0,0.0,0.0,0.0,49.14,0
0,0.0,0.0,0.0,0.0,48.59,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,49.72,0
0,0.0,0.0,0.0,0.0,48.03,0
0,0.0,0.0,0.0,0.0,47.02,0
0,0.0,0.0,0.0,0.0,46.92,0
0,0.0,0.0,0.0,0.0,47.95,0
0,0.0,0.0,0.0,0.0,48.61,0
0,0.0,0.0,0.0,0.0,48.82,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,49.65,0
0,0.0,0.0,0.0,0.0,49.96,0
0,0.0,0.0,0.0,0.0,50.05,0
0,0.0,0.0,0.0,0.0,50.14,0
0,0.0,0.0,0.0,0.0,49.97,0
0,0.0,0.0,0.0,0.0,49.81,0
0,0.0,0.0,0.0,0.0,49.56,0
0,0.0,0.0,0.0,0.0,49.07,0
0,0.0,0.0,0.0,0.0,48.25,0
0,0.0,0.0,0.0,0.0,47.88,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,47.84,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,50.72,0
0,0.0,0.0,0.0,0.0,50.88,0
0,0.0,0.0,0.0,0.0,51.1,0
0,0.0,0.0,0.0,0.0,48.19,0
0,0.0,0.0,0.0,0.0,47.67,0
0,0.0,0.0,0.0,0.0,47.02,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,47.52,0
0,0.0,0.0,0.0,0.0,48.56,0
0,0.0,0.0,0.0,0.0,47.91,0
0,0.0,0.0,0.0,0.0,49.57,0
0,0.0,0.0,0.0,0.0,49.49,0
0,0.0,0.0,0.0,0.0,49.93,0
0,0.0,0.0,0.0,0.0,50.2,0
0,0.0,0.0,0.0,0.0,49.67,0
0,0.0,0.0,0.0,0.0,49.7,0
0,0.0,0.0,0.0,0.0,49.43,0
0,0.0,0.0,0.0,0.0,48.4,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,48.82,0
0,0.0,0.0,0.0,0.0,49.55,0
0,0.0,0.0,0.0,0.0,49.66,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,49.78,0
0,0.0,0.0,0.0,0.0,50.03,0
0,0.0,0.0,0.0,0.0,49.75,0
0,0.0,0.0,0.0,0.0,48.09,0
0,0.0,0.0,0.0,0.0,47.82,0
0,0.0,0.0,0.0,0.0,47.61,0
0,0.0,0.0,0.0,0.0,47.09,0
0,0.0,0.0,0.0,0.0,48.14,0
0,0.0,0.0,0.0,0.0,48.85,0
0,0.0,0.0,0.0,0.0,48.88,0
0,0.0,0.0,0.0,0.0,48.7,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,50.38,0
0,0.0,0.0,0.0,0.0,50.46,0
0,0.0,0.0,0.0,0.0,50.44,0
0,0.0,0.0,0.0,0.0,50.05,0
0,0.0,0.0,0.0,0.0,48.99,0
0,0.0,0.0,0.0,0.0,48.44,0
0,0.0,0.0,0.0,0.0,47.99,0
0,0.0,0.0,0.0,0.0,47.83,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,49.18,0
0,0.0,0.0,0.0,0.0,49.24,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,50.17,0
0,0.0,0.0,0.0,0.0,50.12,0
0,0.0,0.0,0.0,0.0,49.84,0
0,0.0,0.0,0.0,0.0,48.4,0
0,0.0,0.0,0.0,0.0,48.23,0
0,0.0,0.0,0.0,0.0,47.78,0
0,0.0,0.0,0.0,0.0,47.6,0
0,0.0,0.0,0.0,0.0,49.37,0
0,0.0,0.0,0.0,0.0,50.31,0
0,0.0,0.0,0.0,0.0,50.48,0
0,0.0,0.0,0.0,0.0,50.57,0
0,0.0,0.0,0.0,0.0,50.18,0
0,0.0,0.0,0.0,0.0,50.63,0
0,0.0,0.0,0.0,0.0,50.56,0
0,0.0,0.0,0.0,0.0,49.84,0
0,0.0,0.0,0.0,0.0,49.58,0
0,0.0,0.0,0.0,0.0,49.45,0
0,0.0,0.0,0.0,0.0,48.66,0
0,0.0,0.0,0.0,0.0,48.65,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,50.11,0
0,0.0,0.0,0.0,0.0,50.86,0
0,0.0,0.0,0.0,0.0,49.74,0
0,0.0,0.0,0.0,0.0,50.03,0
0,0.0,0.0,0.0,0.0,49.11,0
0,0.0,0.0,0.0,0.0,47.74,0
0,0.0,0.0,0.0,0.0,46.84,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,47.24,0
0,0.0,0.0,0.0,0.0,49.12,0
0,0.0,0.0,0.0,0.0,49.26,0
0,0.0,0.0,0.0,0.0,49.65,0
0,0.0,0.0,0.0,0.0,49.42,0
0,0.0,0.0,0.0,0.0,49.78,0
0,0.0,0.0,0.0,0.0,49.77,0
0,0.0,0.0,0.0,0.0,49.94,0
0,0.0,0.0,0.0,0.0,49.72,0
0,0.0,0.0,0.0,0.0,49.83,0
0,0.0,0.0,0.0,0.0,49.5,0
0,0.0,0.0,0.0,0.0,48.8,0
0,0.0,0.0,0.0,0.0,47.84,0
0,0.0,0.0,0.0,0.0,48.04,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,48.98,0
0,0.0,0.0,0.0,0.0,48.84,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,50.76,0
0,0.0,0.0,0.0,0.0,50.73,0
0,0.0,0.0,0.0,0.0,50.75,0
0,0.0,0.0,0.0,0.0,50.96,0
0,0.0,0.0,0.0,0.0,50.28,0
0,0.0,0.0,0.0,0.0,50.71,0
0,0.0,0.0,0.0,0.0,50.14,0
0,0.0,0.0,0.0,0.0,50.84,0
0,0.0,0.0,0.0,0.0,50.62,0
0,0.0,0.0,0.0,0.0,49.68,0
0,0.0,0.0,0.0,0.0,49.31,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,49.1,0
0,0.0,0.0,0.0,0.0,49.06,0
0,0.0,0.0,0.0,0.0,48.28,0
0,0.0,0.0,0.0,0.0,47.93,0
0,0.0,0.0,0.0,0.0,47.18,0
0,0.0,0.0,0.0,0.0,48.77,0
0,0.0,0.0,0.0,0.0,48.61,0
0,0.0,0.0,0.0,0.0,47.91,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,49.36,0
0,0.0,0.0,0.0,0.0,50.17,0
0,0.0,0.0,0.0,0.0,50.39,0
0,0.0,0.0,0.0,0.0,50.11,0
0,0.0,0.0,0.0,0.0,50.19,0
0,0.0,0.0,0.0,0.0,50.25,0
0,0.0,0.0,0.0,0.0,49.53,0
0,0.0,0.0,0.0,0.0,49.34,0
0,0.0,0.0,0.0,0.0,49.1,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,50.61,0
0,0.0,0.0,0.0,0.0,50.3,0
0,0.0,0.0,0.0,0.0,50.51,0
0,0.0,0.0,0.0,0.0,50.86,0
0,0.0,0.0,0.0,0.0,50.49,0
